,수신,날짜,거래조건,출발지,도착지,CBM,중량,OCEAN FREIGHT,THC,WHARFAGE,DOCUMENT FEE,TRUCKING CHG,HANDLING CHG,INSURANCE FEE,AGENCY FEE,CLEARANCE,LOCAL CHG,CLEANING CHG,SEAL CHG,검역증명서,원산지증명서,DRAYAGE CHG,PACKING CHG,PSF,PFS,DG CHG,ETC,TOTAL
31,플로리아,2023-12-20 00:00:00,FOB,중국,INCHEON,20 FT,,169377.0,130000.0,4200.0,40000.0,805314.0,33000.0,,,22000.0,,35000.0,,,91203,,,,,,247551.0,1577645.0
32,플로리아,2023-12-20 00:00:00,FOB,중국,INCHEON,20 FT,,25116.0,130000.0,4200.0,40000.0,394900.0,33000.0,,,22000.0,,35000.0,,,,,,,,,247551.0,958767.0
33,해피이앤씨,2023-08-21 00:00:00,CIF,INCHEON,필리핀,20 FT,,128100.0,130000.0,4429.0,50000.0,352000.0,33000.0,19215.0,,,,,8000.0,,,,,237.0,86.0,,0.0,725067.0
34,칠락와인,2023-08-21 00:00:00,EXW,독일,BUSAN,2.9,,111447.0,40600.0,36178.0,120378.0,988893.0,96340.0,,,43113.0,,5800.0,,,,,,,,,2815.0,1466678.0
35,피플인스토리,2022-07-05 00:00:00,EXW,태국,BUSAN,20 FT,75000.0,736017.0,256603.0,4200.0,107601.0,390409.0,96002.0,,,22000.0,,40000.0,12800.0,,,,,,,,281607.0,2127228.0
36,피플인스토리,2022-07-05 00:00:00,EXW,태국,BUSAN,40 FT,75000.0,1664039.0,359204.0,8400.0,107601.0,492812.0,160004.0,,,175604.0,,45000.0,1280.0,,,,,,,,563213.0,3742943.0
37,SHOPPY DELIGHT,2024-05-09 00:00:00,EXW,중국,BUSAN,20 FT,4000.0,13638.0,130000.0,4200.0,50000.0,478883.0,22000.0,,,,422787.0,35000.0,,,,,,,,,490979.0,2142816.0
38,㈜그린아그로켐,2024-05-09 00:00:00,FOB,중국,BUSAN,20 FT,,259901.0,135000.0,4200.0,40000.0,517000.0,22000.0,20519.0,,138600.0,,35000.0,,,,,,,86.0,,0.0,1172306.0
39,㈜그린아그로켐,2024-04-12 00:00:00,FOB,중국,BUSAN,14,10600.0,216941.0,180000.0,8400.0,40000.0,517000.0,22000.0,20338.0,,132476.0,,35000.0,,,,,,,172.0,,0.0,1172327.0
40,남상규 대표님,2022-10-05 00:00:00,FOB,태국,INCHEON,40 FT,,968284.0,180000.0,8840.0,50000.0,485200.0,33000.0,,72260.0,21678.0,,50000.0,,,,,,474.0,172.0,,0.0,1869908.0
